,0
1853,galnt2
1854,abhd3
1855,dsc2
1856,plag1
1857,clic5
1858,rbm11
1859,bcas1
1860,sord
1861,tnk1
1862,ntng1
1863,wnk3
1864,kcna2
1865,alyref
1866,hdgf
1867,sox4
1868,taf5l
1869,atf4
1870,c19orf12
1871,hnrnpl
1872,kdm1a
1873,lrrc37a3
1874,lrrc37a2
1875,grapl
1876,depdc5
1877,arl17a
1878,ighmbp2
1879,dnm2
1880,csnk1d
1881,pomzp3
1882,fmnl1
1883,ncbp2
1884,muc20
1885,tnk2
1886,gtf2ird2
1887,pnpla7
1888,nudcd2
1889,rrn3p3
1890,snx29p1
1891,gtf2h2
1892,btbd8
1893,trim34
1894,snord35b
1895,ctage5
1896,gtf2ird2b
1897,znf850
1898,znf90
1899,znf829
1900,znf43
1901,znf695
1902,znf845
1903,fancb
1904,pigb
1905,znf726
1906,znf329
1907,ddx12p
1908,lig1
1909,gbap1
1910,rad54l
1911,apoc1
1912,gpnmb
1913,c1qc
1914,cxcl12
1915,vcam1
1916,brca2
1917,parpbp
1918,aspm
1919,ckap2
1920,cenpe
1921,smc4
1922,nuf2
1923,atad2
1924,ttk
1925,wee1
1926,henmt1
1927,dcps
1928,dnmbp
1929,pogz
1930,atn1
1931,or13a1
1932,lilrb2
1933,wdfy3
1934,arhgap24
1935,tbl1x
1936,slc27a3
1937,ptp4a3
1938,nlrp12
1939,cx3cr1
1940,gzmb
1941,serpina1
1942,sh2d1b
1943,klrc1
1944,fgl2
1945,rgpd3
1946,eif3a
1947,arfgef2
1948,osbp
1949,snora22
1950,zc3h11a
1951,ddx11
1952,wdr62
1953,sugp2
1954,fanca
1955,stag3l1
1956,pcnt
1957,cd300lf
1958,mmrn1
1959,tfpi
1960,loxl3
1961,egf
1962,aldh2
1963,linc00239
1964,lime1
1965,pdzd8
1966,cd27
1967,tsr1
1968,alkbh6
1969,stag3l3
1970,nde1
1971,ddx12p
1972,nomo1
1973,pkd1p1
1974,nomo2
1975,fam174a
1976,nuf2
1977,cenpf
1978,kif20a
1979,esco2
1980,ect2
1981,ccna2
1982,depdc1
1983,tmpo
1984,rab34
1985,tusc1
1986,itpripl2
1987,tfeb
1988,zp3
1989,st7-as1
1990,lrp3
1991,sema3g
1992,linc00092
1993,prkch
1994,usp2
1995,lilrb4
1996,artn
1997,c16orf74
1998,cacna2d4
1999,ccna1
2000,ston1
2001,ganc
2002,mef2a
2003,cnih4
2004,ormdl2
2005,prdm15
2006,dip2b
2007,zdhhc23
2008,iqgap3
2009,donson
2010,cit
2011,rps19bp1
2012,sptan1
2013,qrich2
2014,cul7
2015,fyn
2016,cspg4
2017,ryk
2018,f2r
2019,stac3
2020,tspan15
2021,kcnq5
2022,ncf4
2023,znf827
2024,tro
2025,rab3ip
2026,zc3h12b
2027,cnksr2
2028,grip1
2029,cask
2030,htra3
2031,pcdhb15
2032,pcdhb13
2033,pcdhb10
2034,pcdhb12
2035,pcdhga10
2036,or13a1
2037,gpr17
2038,ncf1b
2039,ncf1
2040,lilrb4
2041,dscaml1
2042,chrna9
2043,ptpn3
2044,vipr2
2045,mafk
2046,bend3
2047,arvcf
2048,ppp1r37
2049,grap
2050,polr2j2
2051,glrx2
2052,lrrc37a
2053,ryr3
2054,ano1
2055,itpr3
2056,stag3
2057,tspan13
2058,glipr1l2
2059,hhex
2060,tcea3
2061,klhl32
2062,tlr5
2063,gzmk
2064,ctla4
2065,ccr5
2066,slamf7
2067,dthd1
2068,cxcr6
2069,sgpp2
2070,cadm1
2071,samd3
2072,zbtb20-as1
2073,fcrl3
2074,kcnc3
2075,rhpn2
2076,tnxb
2077,col27a1
2078,cr2
2079,gpr17
2080,gramd4
2081,nlgn4x
2082,kctd1
2083,clip3
2084,gxylt2
2085,xg
2086,pde9a
2087,tspan7
2088,rapgef5
2089,fcgr2b
2090,hspa7
2091,kcnc3
2092,snx29p1
2093,elmo2
2094,zcchc12
2095,akr1e2
2096,thbs1
2097,nfil3
2098,map2k1
2099,ch25h
2100,pdgfc
2101,met
2102,il1r2
2103,msh5-sapcd1
2104,nbpf9
2105,ppt2-egfl8
2106,nbpf14
2107,commd10
2108,dzip3
2109,uchl3
2110,oxnad1
2111,e2f2
2112,kifap3
2113,tmbim4
2114,faah2
2115,prh1
2116,srgap2
2117,scarna17
2118,znf625-znf20
2119,slc5a3
2120,rbm8a
2121,rnf115
2122,nbpf14
2123,bahcc1
2124,taf15
2125,fam72d
2126,fam72b
2127,tmem191c
2128,mov10
2129,pi4ka
2130,ywhab
2131,tiam1
2132,ipcef1
2133,ldoc1
2134,mthfd2l
2135,eppk1
2136,rnf149
2137,bin1
2138,ldlrap1
2139,sel1l3
2140,nos3
2141,ctsh
2142,unc5b
2143,adm2
2144,lgi4
2145,myo7a
2146,abl1
2147,tmem63c
2148,miox
2149,lrrc2
2150,nfatc4
2151,tusc1
2152,stard13
2153,kcnk3
2154,gng11
2155,kif26a
2156,sdc2
2157,fzd1
2158,adarb1
2159,slc30a4
2160,chrm3
2161,slc35e3
2162,shisa9
2163,gype
2164,fech
2165,rhce
2166,tspo2
2167,hepacam2
2168,cr1l
2169,epb42
2170,gypa
2171,ahsp
2172,tmod1
2173,trim47
2174,smad6
2175,ptprd
2176,cps1
2177,mfap4
2178,ang
2179,tnfrsf8
2180,mecom
2181,zdhhc15
2182,cthrc1
2183,ccdc138
2184,slc6a20
2185,cep170p1
2186,sdccag8
2187,znf625
2188,ppfibp1
2189,fkbp1b
2190,cep350
2191,cdo1
2192,sh3bp4
2193,ankrd18dp
2194,fam124a
2195,gatm
2196,kcnj12
2197,eda
2198,plekha6
2199,aox1
2200,anks1b
2201,grik3
2202,fam171b
2203,mpped2
2204,apba1
2205,sptb
2206,ca1
2207,alas2
2208,epb42
2209,tmcc2
2210,hbd
2211,osbp2
2212,scarna22
2213,snord15b
2214,scarna5
2215,scarna1
2216,snora5a
2217,snord17
2218,snora54
2219,cwf19l1
2220,scarna10
2221,rps29
2222,scarna7
2223,snora23
2224,ssbp2
2225,neu3
2226,cox20
2227,sv2a
2228,myb
2229,usp49
2230,cdc14b
2231,fam98b
2232,wnt10a
2233,mtfp1
2234,rp9p
2235,cadps
2236,siglec15
2237,stard8
2238,dync2h1
2239,prkar2b
2240,tnni2
2241,camk1
2242,padi2
2243,nav2
2244,arhgef11
2245,pfkfb4
2246,tmem63c
2247,myo7a
2248,dnajc18
2249,acacb
2250,capn5
2251,sptan1
2252,pcnt
2253,kdelr2
2254,ap3s1
2255,cubn
2256,vav2
2257,acap3
2258,osbpl5
2259,ano8
2260,croccp3
2261,croccp2
2262,spon2
2263,hook2
2264,prss27
2265,lss
2266,fbrsl1
2267,tnk2
2268,idua
2269,anapc2
2270,fpgs
2271,lsm7
2272,brf1
2273,wdr90
2274,ints1
2275,tert
2276,acap3
2277,fkrp
2278,tsc2
2279,inpp5e
2280,pkd1p1
2281,notch1
2282,slc12a4
2283,cdan1
2284,snora71b
2285,agrn
2286,zdhhc8
2287,dgat2
2288,vnn1
2289,mnda
2290,rgs2
2291,c1orf162
2292,chst10
2293,znf416
2294,il17d
2295,cldn12
2296,ccny
2297,fam174b
2298,trim24
2299,kbtbd4
2300,cdc42bpb
2301,mipol1
2302,bace1
2303,nmnat3
2304,apba1
2305,intu
2306,dock1
2307,kiaa1217
2308,ptgr1
2309,lrrc37a
2310,lrrc37a2
2311,arl17a
2312,linc00265
2313,herc2p9
2314,agap4
2315,tptep1
2316,igsf10
2317,hap1
2318,zfyve9
2319,wnk3
2320,fgd6
2321,dsc2
2322,abhd3
2323,ankrd24
2324,dgkg
2325,shank2
2326,rad54l2
2327,pogz
2328,znf587
2329,ankrd52
2330,hmmr
2331,fam72d
2332,fam72a
2333,tubg1
2334,bub1
2335,dlgap5
2336,herc2p9
2337,ppip5k1
2338,trrap
2339,ube4b
2340,mtor
2341,znf69
2342,nudt19
2343,smyd2
2344,schip1
2345,znf641
2346,scn3b
2347,spon2
2348,tnfrsf10d
2349,diras1
2350,caln1
2351,bcl6b
2352,zdhhc4
2353,tmem42
2354,ociad2
2355,ubxn2b
2356,dctd
2357,erc1
